OID_,ZCTA5CE20,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,ORIG_FID,Latitude,Longitude
906,20187,860Z200US20187,20187,20187,Z5,132263667.000000000000000,1529006.000000000000000,906,38.718457192045832,-77.742746198877910
907,22207,860Z200US22207,22207,22207,Z5,16713525.000000000000000,3491.000000000000000,907,38.906650086032698,-77.123844316761790
908,23112,860Z200US23112,23112,23112,Z5,83032866.000000000000000,6165555.000000000000000,908,37.437377628274987,-77.663936811134874
909,22974,860Z200US22974,22974,22974,Z5,93396658.000000000000000,733173.000000000000000,909,37.962081778151571,-78.275321280952312
910,20137,860Z200US20137,20137,20137,Z5,47889511.000000000000000,309733.000000000000000,910,38.806811625156456,-77.729938998585851
911,23149,860Z200US23149,23149,23149,Z5,135950227.000000000000000,8750897.000000000000000,911,37.567935340243821,-76.615988645259733
912,23180,860Z200US23180,23180,23180,Z5,24535223.000000000000000,21745894.000000000000000,912,37.699768405087866,-76.620449825798801
913,24176,860Z200US24176,24176,24176,Z5,56985898.000000000000000,8955080.000000000000000,913,37.009368321291049,-79.691930662769835
914,22853,860Z200US22853,22853,22853,Z5,100972924.000000000000000,621238.000000000000000,914,38.651558715062720,-78.764063098932809
915,22030,860Z200US22030,22030,22030,Z5,50361964.000000000000000,251861.000000000000000,915,38.838915539920265,-77.341874911298078
916,24221,860Z200US24221,24221,24221,Z5,133540813.000000000000000,54470.000000000000000,916,36.633977149326029,-82.994314084427401
